Months.Since.1Jan1840,Year.Month.Day,tcb.gm-2
1933,2001-03-01,0.009900178738345412
1934,2001-04-01,0.010187592048488318
1935,2001-05-01,0.010592079147058921
1936,2001-06-01,0.011087965437397786
1937,2001-07-01,0.011449568452481093
1938,2001-08-01,0.011702140456824972
1939,2001-09-01,0.0119002082902354
1940,2001-10-01,0.012036756915423398
1941,2001-11-01,0.012126275962187981
1942,2001-12-01,0.012172559674090205
1943,2002-01-01,0.012205402486770808
1944,2002-02-01,0.012208796112210173
1945,2002-03-01,0.01220383848187489
1946,2002-04-01,0.012167880866428078
1947,2002-05-01,0.012495196385824865
1948,2002-06-01,0.012753169415212439
1949,2002-07-01,0.012857567243839211
1950,2002-08-01,0.01289579774947803
1951,2002-09-01,0.012894974958058678
1952,2002-10-01,0.012857631719993672
1953,2002-11-01,0.01279089392315267
1954,2002-12-01,0.012719136685239451
1955,2003-01-01,0.012651561119182505
1956,2003-02-01,0.012675126436217134
1957,2003-03-01,0.012654054435637267
1958,2003-04-01,0.012746698246984477
1959,2003-05-01,0.013196772851008346
1960,2003-06-01,0.013534264540637246
1961,2003-07-01,0.013710058728264243
1962,2003-08-01,0.013789477214549232
1963,2003-09-01,0.01382134359750948
1964,2003-10-01,0.013812396835689255
1965,2003-11-01,0.013777258326277526
1966,2003-12-01,0.01372383000047984
1967,2004-01-01,0.013657228919729399
1968,2004-02-01,0.014219276558336654
1969,2004-03-01,0.014802903841894186
1970,2004-04-01,0.015405010539487951
1971,2004-05-01,0.016093551961105963
1972,2004-06-01,0.016731094720762594
1973,2004-07-01,0.017233490174804016
1974,2004-08-01,0.017629016110956283
1975,2004-09-01,0.017942129612432457
1976,2004-10-01,0.018175243899609644
1977,2004-11-01,0.01836489316200926
1978,2004-12-01,0.018505151368637337
1979,2005-01-01,0.018616855549981107
1980,2005-02-01,0.018753051602724377
1981,2005-03-01,0.018946899843969318
1982,2005-04-01,0.019148830628070743
1983,2005-05-01,0.019531574938571602
1984,2005-06-01,0.019846110096581847
1985,2005-07-01,0.020058340302609116
1986,2005-08-01,0.020193548404423917
1987,2005-09-01,0.02028903265879371
1988,2005-10-01,0.02033360703443871
1989,2005-11-01,0.020339935521720136
1990,2005-12-01,0.02031857081095195
1991,2006-01-01,0.02028181002809394
1992,2006-02-01,0.02012184842235423
1993,2006-03-01,0.019913001141119213
1994,2006-04-01,0.019917881827432243
1995,2006-05-01,0.02007367341308692
1996,2006-06-01,0.02015247519318719
1997,2006-07-01,0.020150239023853923
1998,2006-08-01,0.020103680873285606
1999,2006-09-01,0.020021374302891436
2000,2006-10-01,0.01989672028814831
2001,2006-11-01,0.01975779152647081
2002,2006-12-01,0.019590609813578647
2003,2007-01-01,0.019430127743676466
2004,2007-02-01,0.019569244840852533
2005,2007-03-01,0.019661721881646353
2006,2007-04-01,0.019976669780351505
2007,2007-05-01,0.02036334873561581
2008,2007-06-01,0.02076024393276662
2009,2007-07-01,0.021017814611878585
2010,2007-08-01,0.021195783208988076
2011,2007-09-01,0.02132476278345049
2012,2007-10-01,0.02141066988591381
2013,2007-11-01,0.021449447557507186
2014,2007-12-01,0.021449160624864325
2015,2008-01-01,0.021425700423076108
2016,2008-02-01,0.021354047419953615
2017,2008-03-01,0.0212027695373769
2018,2008-04-01,0.021176327111106456
2019,2008-05-01,0.021470398450947736
2020,2008-06-01,0.021747366449371697
2021,2008-07-01,0.021885615916061755
2022,2008-08-01,0.02193831111625759
2023,2008-09-01,0.02195351178563279
2024,2008-10-01,0.021938541895635138
2025,2008-11-01,0.021880108055870484
2026,2008-12-01,0.021791947932712833
2027,2009-01-01,0.02168042316862128
2028,2009-02-01,0.01923575239628348
2029,2009-03-01,0.017124520218742625
2030,2009-04-01,0.015420772366237675
2031,2009-05-01,0.014303910384467646
2032,2009-06-01,0.013406633681766172
2033,2009-07-01,0.012594612123132412
2034,2009-08-01,0.011899942972923868
2035,2009-09-01,0.011317800725251636
2036,2009-10-01,0.010815965547185629
2037,2009-11-01,0.010387800191246799
2038,2009-12-01,0.010026683902708599
2039,2010-01-01,0.009721735995191095
2040,2010-02-01,0.009204769203555391
2041,2010-03-01,0.008765037837640205
2042,2010-04-01,0.008412868158160655
2043,2010-05-01,0.008290157732184132
2044,2010-06-01,0.008313721019632604
2045,2010-07-01,0.00826706107596154
2046,2010-08-01,0.008183679372214332
2047,2010-09-01,0.008087484395183711
2048,2010-10-01,0.007986251658183343
2049,2010-11-01,0.007892642273518978
2050,2010-12-01,0.007806484734638061
