Months.Since.1Jan1840,Year.Month.Day,1to10g.gm-2,10to100g.gm-2,100gto1kg.gm-2,1to10kg.gm-2,10to100kg.gm-2,GT100kg.gm-2
1632,1976-02-01,0,0,2.7460360277762125e-6,5.020182842755164e-4,0.0019706800748990187,3.1922734374089106e-4
1633,1976-03-01,0,0,2.7634276153452227e-6,4.702036351446845e-4,0.0017837727810994083,2.931908707224395e-4
1634,1976-04-01,0,0,2.700885728101322e-6,4.4602166520925764e-4,0.0016417084859933861,2.710036936512584e-4
1635,1976-05-01,0,0,2.6298560088662327e-6,4.270714290043949e-4,0.0015436438655946076,2.5176120423680263e-4
1636,1976-06-01,0,0,2.5937966510379156e-6,4.089079364379825e-4,0.0015273204687284094,2.348073136393155e-4
1637,1976-07-01,0,0,2.589581490591633e-6,3.9347336501053767e-4,0.0015024572218747159,2.1948730565620142e-4
1638,1976-08-01,0,0,2.617744793056211e-6,3.8138718227577e-4,0.001468461690358508,2.0601236840265912e-4
1639,1976-09-01,0,0,2.636299427246288e-6,3.720588484894589e-4,0.0014357048566460602,1.943915270051446e-4
1640,1976-10-01,0,0,2.6388351007667506e-6,3.6374147590313043e-4,0.0014037290567551408,0.00018401813325656581
1641,1976-11-01,0,0,2.66312538456055e-6,3.555727430264987e-4,0.0013732436618232216,1.744424532708846e-4
1642,1976-12-01,0,0,2.721046331988638e-6,3.4881392757859803e-4,0.001348027528697466,1.661007802415566e-4
1643,1977-01-01,0,0,3.103279502529449e-6,3.8376433611851126e-4,0.0014791204673910827,1.7755492570425312e-4
1644,1977-02-01,0,0,3.140034469261404e-6,3.7398148095624766e-4,0.001412643439925156,1.6746212480923e-4
1645,1977-03-01,0,0,3.1115552111306754e-6,3.6849678553597666e-4,0.0013374177218347344,1.6018070677875854e-4
1646,1977-04-01,0,0,3.0051018159032863e-6,3.6681387426280843e-4,0.0012877857257309088,1.5573158541069533e-4
1647,1977-05-01,0,0,2.885647538838284e-6,3.650311412035309e-4,0.0012560922779147742,1.5284856367229878e-4
1648,1977-06-01,0,0,2.822322614215463e-6,3.6155871253234427e-4,0.0012755771066453314,1.5016164765265194e-4
1649,1977-07-01,0,0,2.8281885513920144e-6,3.5717371981288374e-4,0.0012918807403773018,1.4723490544414083e-4
1650,1977-08-01,0,0,2.8618592019807534e-6,3.537060832988331e-4,0.0012978991668909836,1.4432956789914265e-4
1651,1977-09-01,0,0,2.8810249943121946e-6,3.508315300502286e-4,0.0012969870646223432,1.4146604186558945e-4
1652,1977-10-01,0,0,2.8918253109984855e-6,3.475829674645251e-4,0.0012905225504655463,1.3839177057598778e-4
1653,1977-11-01,0,0,2.921890202087573e-6,3.434756198757655e-4,0.0012811160219389948,1.349689982765474e-4
1654,1977-12-01,0,0,2.982693179580934e-6,3.398184553326258e-4,0.001272845596370711,1.3168937691252253e-4
1655,1978-01-01,0,0,3.996179416550565e-6,4.4181171168481505e-4,0.0016562535730122508,1.687492335743659e-4
1656,1978-02-01,0,0,4.019488559322656e-6,4.1322839374072413e-4,0.0015217114575830693,1.5361307627012762e-4
1657,1978-03-01,0,0,4.029986796902748e-6,3.9712827931823587e-4,0.0014023057338463593,1.4215120592910897e-4
1658,1978-04-01,0,0,3.895215248053266e-6,3.8762055622199325e-4,0.0013091988208276735,1.3413880481950925e-4
1659,1978-05-01,0,0,3.721740859529581e-6,3.802000118266604e-4,0.0013078027255609677,1.2810587032423116e-4
